Symbol,Name,IPOyear,Sector,Industry
KEYS,Keysight Technologies Inc.,2014,Capital Goods,Industrial Machinery/Components
KRC,Kilroy Realty Corporation,1997,Consumer Services,Real Estate Investment Trusts
KRP,Kimbell Royalty Partners,2017,Energy,Oil & Gas Production
KMB,Kimberly-Clark Corporation,n/a,Consumer Durables,Containers/Packaging
KIM,Kimco Realty Corporation,n/a,Consumer Services,Real Estate Investment Trusts
KIM^I,Kimco Realty Corporation,n/a,n/a,n/a
KIM^J,Kimco Realty Corporation,n/a,n/a,n/a
KIM^K,Kimco Realty Corporation,n/a,n/a,n/a
KIM^L,Kimco Realty Corporation,n/a,n/a,n/a
KIM^M,Kimco Realty Corporation,n/a,n/a,n/a
KMI,"Kinder Morgan, Inc.",2011,Public Utilities,Natural Gas Distribution
KMI^A,"Kinder Morgan, Inc.",n/a,n/a,n/a
KND,"Kindred Healthcare, Inc.",n/a,Health Care,Hospital/Nursing Management
KFS,"Kingsway Financial Services, Inc.",n/a,Finance,Property-Casualty Insurers
KGC,Kinross Gold Corporation,n/a,Basic Industries,Precious Metals
KEX,Kirby Corporation,n/a,Consumer Services,Marine Transportation
KL,Kirkland Lake Gold Ltd.,n/a,Basic Industries,Precious Metals
KRG,Kite Realty Group Trust,2004,Consumer Services,Real Estate Investment Trusts
KKR,KKR & Co. L.P.,n/a,Finance,Investment Managers
KKR^A,KKR & Co. L.P.,n/a,n/a,n/a
KKR^B,KKR & Co. L.P.,n/a,n/a,n/a
KIO,KKR Income Opportunities Fund,2013,n/a,n/a
KREF,KKR Real Estate Finance Trust Inc.,2017,Consumer Services,Real Estate Investment Trusts
KMG,"KMG Chemicals, Inc.",n/a,Basic Industries,Major Chemicals
KNX,"Knight Transportation, Inc.",2017,Transportation,Trucking Freight/Courier Services
KNL,"Knoll, Inc.",2004,Consumer Durables,Office Equipment/Supplies/Services
KNOP,KNOT Offshore Partners LP,2013,Consumer Services,Marine Transportation
KN,Knowles Corporation,2014,Consumer Non-Durables,Consumer Electronics/Appliances
KSS,Kohl&#39;s Corporation,1992,Consumer Services,Department/Specialty Retail Stores
PHG,Koninklijke Philips N.V.,n/a,Energy,Consumer Electronics/Appliances
KOP,Koppers Holdings Inc.,2006,Basic Industries,Forest Products
KEP,Korea Electric Power Corporation,1994,Public Utilities,Electric Utilities: Central
KF,"Korea Fund, Inc. (The)",n/a,n/a,n/a
KFY,Korn/Ferry International,1999,Technology,Diversified Commercial Services
KOS,Kosmos Energy Ltd.,2011,Energy,Oil & Gas Production
KRA,Kraton Corporation,2009,Basic Industries,Major Chemicals
KR,Kroger Company (The),n/a,Consumer Services,Food Chains
KRO,Kronos Worldwide Inc,n/a,Basic Industries,Major Chemicals
KT,KT Corporation,n/a,Public Utilities,Telecommunications Equipment
KYO,Kyocera Corporation,n/a,Technology,Semiconductors
LB,"L Brands, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores
SCX,L.S. Starrett Company (The),n/a,Capital Goods,Industrial Machinery/Components
LLL,"L3 Technologies, Inc.",n/a,Technology,Radio And Television Broadcasting And Communications Equipment
LQ,La Quinta Holdings Inc.,2014,Consumer Services,Hotels/Resorts
LH,Laboratory Corporation of America Holdings,n/a,Health Care,Medical Specialities
LADR,Ladder Capital Corp,2014,Consumer Services,Real Estate Investment Trusts
LW,"Lamb Weston Holdings, Inc.",2016,Consumer Non-Durables,Packaged Foods
LCI,Lannett Co Inc,n/a,Health Care,Major Pharmaceuticals
LPI,"Laredo Petroleum, Inc.",2011,Energy,Oil & Gas Production
LVS,Las Vegas Sands Corp.,2004,Consumer Services,Hotels/Resorts
LHO,LaSalle Hotel Properties,1998,Consumer Services,Real Estate Investment Trusts
LHO^I,LaSalle Hotel Properties,n/a,n/a,n/a
LHO^J,LaSalle Hotel Properties,n/a,n/a,n/a
LTM,LATAM Airlines Group S.A.,n/a,Transportation,Air Freight/Delivery Services
LDF,"Latin American Discovery Fund, Inc. (The)",n/a,n/a,n/a
LGI,Lazard Global Total Return and Income Fund,2004,n/a,n/a
LAZ,Lazard Ltd.,2005,Finance,Investment Managers
LOR,"Lazard World Dividend & Income Fund, Inc.",2005,n/a,n/a
LZB,La-Z-Boy Incorporated,n/a,Consumer Durables,Home Furnishings
LCII,LCI Industries ,n/a,Capital Goods,Auto Parts:O.E.M.
LFGR,Leaf Group Ltd.,n/a,Technology,EDP Services
LEA,Lear Corporation,n/a,Capital Goods,Auto Parts:O.E.M.
LEE,"Lee Enterprises, Incorporated",n/a,Consumer Services,Newspapers/Magazines
LGC,Legacy Acquisition Corp.,2017,Finance,Business Services
LGC.U,Legacy Acquisition Corp.,2017,n/a,n/a
LGC.WS,Legacy Acquisition Corp.,n/a,n/a,n/a
LM,"Legg Mason, Inc.",n/a,Finance,Investment Managers
LMHA,"Legg Mason, Inc.",2016,Finance,Investment Managers
LMHB,"Legg Mason, Inc.",2016,Finance,Investment Managers
LEG,"Leggett & Platt, Incorporated",n/a,Consumer Durables,Home Furnishings
JBK,Lehman ABS Corporation,n/a,Finance,Finance: Consumer Services
KTH,Lehman ABS Corporation,n/a,Finance,Finance: Consumer Services
KTN,Lehman ABS Corporation,n/a,Finance,Finance: Consumer Services
KTP,Lehman ABS Corporation,n/a,Finance,Finance: Consumer Services
LDOS,"Leidos Holdings, Inc.",n/a,Technology,EDP Services
LEJU,Leju Holdings Limited,2014,Finance,Real Estate
LC,LendingClub Corporation,2014,Miscellaneous,Business Services
LEN,Lennar Corporation,n/a,Basic Industries,Homebuilding
LEN.B,Lennar Corporation,n/a,Basic Industries,Homebuilding
LII,"Lennox International, Inc.",1999,Capital Goods,Industrial Machinery/Components
LHC.U,Leo Holdings Corp.,2018,n/a,n/a
LUK,Leucadia National Corporation,n/a,Consumer Non-Durables,Meat/Poultry/Fish
LXP,Lexington Realty Trust,n/a,n/a,n/a
LXP^C,Lexington Realty Trust,n/a,n/a,n/a
LPL,"LG Display Co., Ltd.",2004,Capital Goods,Industrial Machinery/Components
USA,Liberty All-Star Equity Fund,1986,n/a,n/a
ASG,"Liberty All-Star Growth Fund, Inc.",n/a,n/a,n/a
LBRT,Liberty Oilfield Services Inc.,2018,Energy,Oilfield Services/Equipment
LPT,Liberty Property Trust,n/a,Consumer Services,Real Estate Investment Trusts
LSI,"Life Storage, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
LITB,"LightInTheBox Holding Co., Ltd.",2013,Consumer Services,Catalog/Specialty Distribution
LNC,Lincoln National Corporation,n/a,Finance,Life Insurance
LNC.WS,Lincoln National Corporation,n/a,n/a,n/a
LNN,Lindsay Corporation,n/a,Capital Goods,Industrial Machinery/Components
LN,LINE Corporation,2016,Technology,"Computer Software: Programming, Data Processing"
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a
LGF.B,Lions Gate Entertainment Corporation,2016,n/a,n/a
LAD,"Lithia Motors, Inc.",n/a,Consumer Durables,Automotive Aftermarket
LAC,Lithium Americas Corp.,n/a,Basic Industries,Precious Metals
LYV,"Live Nation Entertainment, Inc.",n/a,Consumer Services,Services-Misc. Amusement & Recreation
LYG,Lloyds Banking Group Plc,n/a,Finance,Commercial Banks
SCD,LMP Capital and Income Fund Inc.,2004,n/a,n/a
LMT,Lockheed Martin Corporation,n/a,Capital Goods,Military/Government/Technical
L,Loews Corporation,n/a,Finance,Property-Casualty Insurers
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,2017,Capital Goods,Building Materials
LPX,Louisiana-Pacific Corporation,n/a,Basic Industries,Forest Products
LOW,"Lowe&#39;s Companies, Inc.",n/a,Consumer Services,RETAIL: Building Materials
LXU,Lsb Industries Inc.,n/a,Basic Industries,Major Chemicals
LKSD,"LSC Communications, Inc.",2016,Miscellaneous,Publishing
LTC,"LTC Properties, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
LUB,"Luby&#39;s, Inc.",n/a,Consumer Services,Restaurants
LL,"Lumber Liquidators Holdings, Inc",2007,Consumer Services,RETAIL: Building Materials
LXFR,Luxfer Holdings PLC,2012,Basic Industries,Major Chemicals
LXFT,"Luxoft Holding, Inc.",2013,Technology,EDP Services
LDL,"Lydall, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.
WLH,Lyon William Homes,2013,Capital Goods,Homebuilding
LYB,LyondellBasell Industries NV,n/a,Basic Industries,Major Chemicals
MTB,M&T Bank Corporation,n/a,Finance,Major Banks
MTB.WS,M&T Bank Corporation,n/a,n/a,n/a
MTB^,M&T Bank Corporation,n/a,n/a,n/a
MTB^C,M&T Bank Corporation,n/a,n/a,n/a
MDC,"M.D.C. Holdings, Inc.",n/a,Capital Goods,Homebuilding
MHO,"M/I Homes, Inc.",1993,Capital Goods,Homebuilding
MAC,Macerich Company (The),1994,Consumer Services,Real Estate Investment Trusts
CLI,Mack-Cali Realty Corporation,n/a,Consumer Services,Real Estate Investment Trusts
MFD,Macquarie First Trust Global,2004,n/a,n/a
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,2005,n/a,n/a
MIC,Macquarie Infrastructure Corporation ,2004,Energy,Oil Refining/Marketing
BMA,Macro Bank Inc.,n/a,Finance,Commercial Banks
M,Macy&#39;s Inc,n/a,Consumer Services,Department/Specialty Retail Stores
MCN,Madison Covered Call & Equity Strategy Fund,2004,n/a,n/a
MSP,Madison Strategic Sector Premium Fund,2005,n/a,n/a
MMP,Magellan Midstream Partners L.P.,n/a,Energy,Natural Gas Distribution
MGA,"Magna International, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.
MX,MagnaChip Semiconductor Corporation,2011,Technology,Semiconductors
MH^A,"Maiden Holdings, Ltd.",n/a,n/a,n/a
MH^C,"Maiden Holdings, Ltd.",n/a,n/a,n/a
MH^D,"Maiden Holdings, Ltd.",n/a,n/a,n/a
MHLA,"Maiden Holdings, Ltd.",2016,Finance,Property-Casualty Insurers
MHNC,"Maiden Holdings, Ltd.",2013,Finance,Property-Casualty Insurers
MAIN,Main Street Capital Corporation,2007,n/a,n/a
MSCA.CL,Main Street Capital Corporation,n/a,n/a,n/a
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,2012,n/a,n/a
MNK,Mallinckrodt plc,2013,Health Care,Major Pharmaceuticals
MZF,Managed Duration Investment Grade Municipal Fund,2003,n/a,n/a
MANU,Manchester United Ltd.,2012,Consumer Services,Services-Misc. Amusement & Recreation
MTW,"Manitowoc Company, Inc. (The)",n/a,Capital Goods,Construction/Ag Equipment/Trucks
MN,"Manning & Napier, Inc.",2011,Finance,Investment Managers
MAN,ManpowerGroup,n/a,Technology,Professional Services
MFC,Manulife Financial Corp,n/a,Finance,Life Insurance
MRO,Marathon Oil Corporation,n/a,Energy,Oil & Gas Production
MPC,Marathon Petroleum Corporation,n/a,Energy,Integrated oil Companies
MMI,"Marcus & Millichap, Inc.",2013,Finance,Real Estate
MCS,Marcus Corporation (The),n/a,Consumer Services,Movies/Entertainment
MRIN,Marin Software Incorporated,2013,Technology,EDP Services
MPX,Marine Products Corporation,n/a,Capital Goods,Marine Transportation
HZO,"MarineMax, Inc.",1998,Consumer Services,Other Specialty Stores
MKL,Markel Corporation,1986,Finance,Property-Casualty Insurers
VAC,Marriot Vacations Worldwide Corporation,n/a,Finance,Real Estate
MMC,"Marsh & McLennan Companies, Inc.",n/a,Finance,Specialty Insurers
MLM,"Martin Marietta Materials, Inc.",1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MAS,Masco Corporation,n/a,Basic Industries,Forest Products
DOOR,Masonite International Corporation,n/a,Basic Industries,Forest Products
MTZ,"MasTec, Inc.",n/a,Basic Industries,Water Supply
MA,Mastercard Incorporated,2006,Miscellaneous,Business Services
MTDR,Matador Resources Company,2012,Energy,Oil & Gas Production
MTRN,Materion Corporation,n/a,Capital Goods,Industrial Specialties
MATX,"Matson, Inc.",n/a,Consumer Services,Marine Transportation
MLP,"Maui Land & Pineapple Company, Inc.",n/a,Finance,Real Estate
MAXR,Maxar Technologies Ltd.,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
MMS,"Maximus, Inc.",1997,Miscellaneous,Business Services
MXL,"MaxLinear, Inc",2010,Technology,Semiconductors
MBI,"MBIA, Inc.",1987,Finance,Property-Casualty Insurers
MKC,"McCormick & Company, Incorporated",n/a,Consumer Non-Durables,Packaged Foods
MKC.V,"McCormick & Company, Incorporated",n/a,Consumer Non-Durables,Packaged Foods
MDR,"McDermott International, Inc.",n/a,Capital Goods,Metal Fabrications
MCD,McDonald&#39;s Corporation,n/a,Consumer Services,Restaurants
MUX,McEwen Mining Inc.,n/a,Basic Industries,Precious Metals
MCK,McKesson Corporation,n/a,Health Care,Other Pharmaceuticals
MDU,"MDU Resources Group, Inc.",n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MTL,Mechel PAO,2004,Basic Industries,Steel/Iron Ore
MTL^,Mechel PAO,n/a,n/a,n/a
MRT,"MedEquities Realty Trust, Inc.",2016,Consumer Services,Real Estate Investment Trusts
MPW,"Medical Properties Trust, Inc.",2005,Consumer Services,Real Estate Investment Trusts
MED,MEDIFAST INC,n/a,Consumer Non-Durables,Packaged Foods
MCC,Medley Capital Corporation,2011,n/a,n/a
MCV,Medley Capital Corporation,n/a,n/a,n/a
MCX,Medley Capital Corporation,2015,n/a,n/a
MDLQ,Medley LLC,2017,Finance,Investment Managers
MDLX,Medley LLC,2016,Finance,Investment Managers
MDLY,Medley Management Inc.,2014,Finance,Investment Managers
MD,"Mednax, Inc",n/a,Health Care,Hospital/Nursing Management
MDT,Medtronic plc,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MRK,"Merck & Company, Inc.",n/a,Health Care,Major Pharmaceuticals
MCY,Mercury General Corporation,n/a,Finance,Property-Casualty Insurers
MDP,Meredith Corporation,n/a,Consumer Services,Newspapers/Magazines
MTH,Meritage Corporation,n/a,Capital Goods,Homebuilding
MTOR,"Meritor, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.
MER^K,"Merrill Lynch & Co., Inc.",n/a,n/a,n/a
MER^P,"Merrill Lynch & Co., Inc.",n/a,n/a,n/a
PIY,"Merrill Lynch Depositor, Inc.",n/a,Finance,Finance: Consumer Services
MTR,Mesa Royalty Trust,n/a,Energy,Oil & Gas Production
MSB,Mesabi Trust,n/a,Basic Industries,Precious Metals
MEI,"Methode Electronics, Inc.",n/a,Capital Goods,Electrical Products
MET,"MetLife, Inc.",2000,Finance,Life Insurance
MET^A,"MetLife, Inc.",n/a,n/a,n/a
MCB,Metropolitan Bank Holding Corp.,2017,Finance,Major Banks
MTD,"Mettler-Toledo International, Inc.",1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments
MXE,"Mexico Equity and Income Fund, Inc. (The)",n/a,n/a,n/a
MXF,"Mexico Fund, Inc. (The)",n/a,n/a,n/a
MFA,"MFA Financial, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
MFA^B,"MFA Financial, Inc.",n/a,n/a,n/a
MFO,"MFA Financial, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
MFCB,MFC Bancorp Ltd.,n/a,Finance,Commercial Banks
MCR,MFS Charter Income Trust,1989,n/a,n/a
MGF,MFS Government Markets Income Trust,1987,n/a,n/a
MIN,MFS Intermediate Income Trust,1988,n/a,n/a
MMT,MFS Multimarket Income Trust,1987,n/a,n/a
MFM,MFS Municipal Income Trust,1986,n/a,n/a
MFV,MFS Special Value Trust,n/a,n/a,n/a
MTG,MGIC Investment Corporation,1991,Finance,Property-Casualty Insurers
MGP,MGM Growth Properties LLC,2016,Consumer Services,Real Estate Investment Trusts
MGM,MGM Resorts International,n/a,Consumer Services,Hotels/Resorts
KORS,Michael Kors Holdings Limited,2011,Consumer Non-Durables,Apparel
MFGP,Micro Focus Intl PLC,2017,Technology,Computer Software: Prepackaged Software
MAA,"Mid-America Apartment Communities, Inc.",1994,Consumer Services,Real Estate Investment Trusts
MAA^I,"Mid-America Apartment Communities, Inc.",n/a,n/a,n/a
MSL,MidSouth Bancorp,n/a,Finance,Major Banks
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",2016,Energy,Oil & Gas Production
MCRN,Milacron Holdings Corp.,2015,Technology,Industrial Machinery/Components
MLR,"Miller Industries, Inc.",n/a,Capital Goods,Construction/Ag Equipment/Trucks
HIE,Miller/Howard High Income Equity Fund,2014,n/a,n/a
MTX,Minerals Technologies Inc.,1992,Basic Industries,Major Chemicals
MP^D,Mississippi Power Company,n/a,n/a,n/a
MG,Mistras Group Inc,2009,Consumer Services,Military/Government/Technical
MTU,Mitsubishi UFJ Financial Group Inc,n/a,Finance,Commercial Banks
MIXT,MiX Telematics Limited,2013,Technology,Computer Software: Prepackaged Software
MFG,"Mizuho Financial Group, Inc.",n/a,Finance,Major Banks
MBT,Mobile TeleSystems OJSC,n/a,Public Utilities,Telecommunications Equipment
MODN,"Model N, Inc.",2013,Technology,"Computer Software: Programming, Data Processing"
MOD,Modine Manufacturing Company,n/a,Capital Goods,Auto Parts:O.E.M.
MC,Moelis & Company,2014,Finance,Investment Managers
MHK,"Mohawk Industries, Inc.",n/a,Consumer Durables,Home Furnishings
MOH,Molina Healthcare Inc,2003,Health Care,Medical Specialities
TAP,Molson Coors Brewing  Company,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
TAP.A,Molson Coors Brewing  Company,n/a,n/a,n/a
MNR,Monmouth Real Estate Investment Corporation,n/a,Consumer Services,Real Estate Investment Trusts
MNR^C,Monmouth Real Estate Investment Corporation,n/a,n/a,n/a
MON,Monsanto Company,n/a,Basic Industries,Agricultural Chemicals
MCO,Moody&#39;s Corporation,n/a,Finance,Finance: Consumer Services
MOG.A,Moog Inc.,n/a,n/a,n/a
MOG.B,Moog Inc.,n/a,n/a,n/a
MS,Morgan Stanley,n/a,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley,n/a,n/a,n/a
MS^E,Morgan Stanley,n/a,n/a,n/a
MS^F,Morgan Stanley,n/a,n/a,n/a
MS^G,Morgan Stanley,n/a,n/a,n/a
MS^I,Morgan Stanley,n/a,n/a,n/a
MS^K,Morgan Stanley,n/a,n/a,n/a
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",n/a,n/a,n/a
CAF,Morgan Stanley China A Share Fund Inc.,2006,n/a,n/a
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",1993,n/a,n/a
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",2007,n/a,n/a
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",1991,n/a,n/a
IIF,"Morgan Stanley India Investment Fund, Inc.",1994,n/a,n/a
MOSC,Mosaic Acquisition Corp.,2017,Finance,Business Services
MOSC.U,Mosaic Acquisition Corp.,2017,n/a,n/a
MOSC.WS,Mosaic Acquisition Corp.,n/a,n/a,n/a
MOS,Mosaic Company (The),n/a,Basic Industries,Agricultural Chemicals
MSI,"Motorola Solutions, Inc.",n/a,Technology,Radio And Television Broadcasting And Communications Equipment
MOV,Movado Group Inc.,n/a,Consumer Non-Durables,Consumer Specialties
MPLX,MPLX LP,2012,Energy,Natural Gas Distribution
MRC,MRC Global Inc.,2012,Capital Goods,Industrial Machinery/Components
ICB,"MS Income Securities, Inc.",n/a,n/a,n/a
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,n/a,Finance,Finance: Consumer Services
MSA,MSA Safety Incorporporated,n/a,Health Care,Industrial Specialties
MSM,"MSC Industrial Direct Company, Inc.",1995,Capital Goods,Industrial Machinery/Components
MSCI,MSCI Inc,n/a,Miscellaneous,Business Services
MSGN,MSG Networks Inc.,n/a,Consumer Services,Television Services
MLI,"Mueller Industries, Inc.",n/a,Capital Goods,Metal Fabrications
MWA,MUELLER WATER PRODUCTS,2006,Capital Goods,Metal Fabrications
MULE,"MuleSoft, Inc.",2017,Technology,Computer Software: Prepackaged Software
MUR,Murphy Oil Corporation,n/a,Energy,Oil & Gas Production
MUSA,Murphy USA Inc.,2013,Consumer Durables,Automotive Aftermarket
MVO,MV Oil Trust,2007,Energy,Oil & Gas Production
MVC,"MVC Capital, Inc.",n/a,n/a,n/a
MVCD,"MVC Capital, Inc.",2017,n/a,n/a
MYE,"Myers Industries, Inc.",n/a,Consumer Non-Durables,Plastic Products
MYOV,Myovant Sciences Ltd.,2016,Health Care,Major Pharmaceuticals
NBR,Nabors Industries Ltd.,n/a,Energy,Oil & Gas Production
NC,"NACCO Industries, Inc.",n/a,Consumer Durables,Consumer Electronics/Appliances
NTP,Nam Tai Property Inc.,n/a,Finance,Real Estate
NTEST,NASDAQ TEST STOCK,n/a,n/a,n/a
NTEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a
NTEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a
NTEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a
NBHC,National Bank Holdings Corporation,2012,Finance,Major Banks
NFG,National Fuel Gas Company,n/a,Public Utilities,Oil/Gas Transmission
NGG,"National Grid Transco, PLC",n/a,Public Utilities,Natural Gas Distribution
NHI,"National Health Investors, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
NOV,"National Oilwell Varco, Inc.",n/a,Energy,Metal Fabrications
NPK,"National Presto Industries, Inc.",n/a,Capital Goods,Ordnance And Accessories
NNN,National Retail Properties,n/a,Consumer Services,Real Estate Investment Trusts
NNN^E,National Retail Properties,n/a,n/a,n/a
NNN^F,National Retail Properties,n/a,n/a,n/a
SID,National Steel Company,n/a,Capital Goods,Steel/Iron Ore
NSA,National Storage Affiliates Trust,2015,Consumer Services,Real Estate Investment Trusts
NSA^A,National Storage Affiliates Trust,n/a,n/a,n/a
NSM,Nationstar Mortgage Holdings Inc.,2012,Finance,Finance: Consumer Services
NGS,"Natural Gas Services Group, Inc.",2002,Energy,Oilfield Services/Equipment
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",2012,Consumer Services,Food Chains
NRP,Natural Resource Partners LP,2002,Energy,Coal Mining
NTZ,"Natuzzi, S.p.A.",1993,Consumer Durables,Home Furnishings
NLS,"Nautilus Group, Inc. (The)",n/a,Consumer Non-Durables,Recreational Products/Toys
NCI,"Navigant Consulting, Inc.",n/a,Consumer Services,Professional Services
NVGS,Navigator Holdings Ltd.,2013,Transportation,Marine Transportation
NNA,Navios Maritime Acquisition Corporation,n/a,Transportation,Marine Transportation
NM,Navios Maritime Holdings Inc.,n/a,Transportation,Marine Transportation
NM^G,Navios Maritime Holdings Inc.,n/a,n/a,n/a
NM^H,Navios Maritime Holdings Inc.,n/a,n/a,n/a
NAP,Navios Maritime Midstream Partners LP,2014,n/a,n/a
NMM,Navios Maritime Partners LP,2007,Transportation,Marine Transportation
NAV,Navistar International Corporation,n/a,Capital Goods,Auto Manufacturing
NAV^D,Navistar International Corporation,n/a,Capital Goods,Auto Manufacturing
NCS,"NCI Building Systems, Inc.",n/a,Capital Goods,Metal Fabrications
NCR,NCR Corporation,n/a,Miscellaneous,Office Equipment/Supplies/Services
NP,"Neenah, Inc.",n/a,Basic Industries,Paper
NNI,"Nelnet, Inc.",2003,Finance,Finance: Consumer Services
NPTN,NeoPhotonics Corporation,2011,Technology,Semiconductors
NETS,Netshoes (Cayman) Limited,2017,Consumer Services,Catalog/Specialty Distribution
NVRO,Nevro Corp.,2014,Health Care,Medical/Dental Instruments
HYB,"New America High Income Fund, Inc. (The)",1988,n/a,n/a
GF,"New Germany Fund, Inc. (The)",1990,n/a,n/a
NWHM,New Home Company Inc. (The),2014,Capital Goods,Homebuilding
IRL,"New Ireland Fund, Inc. (The)",1990,n/a,n/a
NEWM,New Media Investment Group Inc.,2014,Consumer Services,Newspapers/Magazines
NMFC,New Mountain Finance Corporation,2011,n/a,n/a
EDU,"New Oriental Education & Technology Group, Inc.",2006,Consumer Services,Other Consumer Services
NEWR,"New Relic, Inc.",2014,Technology,Computer Software: Prepackaged Software
NRZ,New Residential Investment Corp.,n/a,Consumer Services,Real Estate Investment Trusts
SNR,New Senior Investment Group Inc.,2014,Consumer Services,Real Estate Investment Trusts
NWY,"New York & Company, Inc.",2004,Consumer Services,Clothing/Shoe/Accessory Stores
NYCB,"New York Community Bancorp, Inc.",n/a,Finance,Banks
NYCB^A,"New York Community Bancorp, Inc.",n/a,n/a,n/a
NYCB^U,"New York Community Bancorp, Inc.",n/a,n/a,n/a
NYRT,"New York REIT, Inc.",2014,Consumer Services,Real Estate Investment Trusts
NYT,New York Times Company (The),n/a,Consumer Services,Newspapers/Magazines
NWL,Newell Brands Inc.,n/a,Consumer Non-Durables,Plastic Products
NFX,Newfield Exploration Company,1993,Energy,Oil & Gas Production
NJR,NewJersey Resources Corporation,n/a,Public Utilities,Oil/Gas Transmission
NEU,NewMarket Corporation,n/a,Basic Industries,Major Chemicals
NEM,Newmont Mining Corporation,n/a,Basic Industries,Precious Metals
NR,"Newpark Resources, Inc.",n/a,Energy,Metal Fabrications
NEXA,Nexa Resources S.A.,2017,Basic Industries,Precious Metals
NHF,NexPoint credit Strategies Fund,n/a,n/a,n/a
NXRT,"NexPoint Residential Trust, Inc.",2015,Consumer Services,Real Estate Investment Trusts
NEP,"NextEra Energy Partners, LP",2014,Public Utilities,Electric Utilities: Central
NEE,"NextEra Energy, Inc.",n/a,Public Utilities,Electric Utilities: Central
NEE^I,"NextEra Energy, Inc.",n/a,n/a,n/a
NEE^J,"NextEra Energy, Inc.",n/a,n/a,n/a
NEE^K,"NextEra Energy, Inc.",n/a,n/a,n/a
NEE^Q,"NextEra Energy, Inc.",n/a,n/a,n/a
NEE^R,"NextEra Energy, Inc.",n/a,n/a,n/a
NGL,NGL ENERGY PARTNERS LP,2011,Energy,Oil Refining/Marketing
NGL^B,NGL ENERGY PARTNERS LP,n/a,n/a,n/a
NMK^B,"Niagara Mohawk Holdings, Inc.",n/a,Public Utilities,Power Generation
NMK^C,"Niagara Mohawk Holdings, Inc.",n/a,Public Utilities,Power Generation
NLSN,Nielsen N.V.,2011,Miscellaneous,Business Services
NKE,"Nike, Inc.",n/a,Consumer Non-Durables,Shoe Manufacturing
NINE,"Nine Energy Service, Inc.",2018,Energy,Oilfield Services/Equipment
NI,"NiSource, Inc",n/a,Public Utilities,Power Generation
NL,"NL Industries, Inc.",n/a,Basic Industries,Major Chemicals
NOAH,Noah Holdings Ltd.,2010,Finance,Investment Managers
NE,Noble Corporation,n/a,Energy,Oil & Gas Production
NBL,Noble Energy Inc.,n/a,Energy,Oil & Gas Production
NBLX,Noble Midstream Partners LP,2016,Energy,Natural Gas Distribution
NOK,Nokia Corporation,1994,Technology,Radio And Television Broadcasting And Communications Equipment
NOMD,Nomad Foods Limited,2016,Consumer Non-Durables,Packaged Foods
NMR,Nomura Holdings Inc ADR,n/a,Finance,Investment Bankers/Brokers/Service
OSB,Norbord Inc.,n/a,Basic Industries,Forest Products
NAO,Nordic American Offshore Ltd,2014,Transportation,Marine Transportation
NAT,Nordic American Tankers Limited,n/a,Consumer Services,Marine Transportation
JWN,"Nordstrom, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores
NSC,Norfolk Souther Corporation,n/a,Transportation,Railroads
NOA,"North American Energy Partners, Inc.",2006,Energy,Oilfield Services/Equipment
NRT,North European Oil Royality Trust,n/a,Energy,Oil & Gas Production
NOC,Northrop Grumman Corporation,n/a,Capital Goods,Industrial Machinery/Components
NRE,NorthStar Realty Europe Corp.,2015,Consumer Services,Real Estate Investment Trusts
NWN,Northwest Natural Gas Company,n/a,Public Utilities,Oil/Gas Transmission
NWE,NorthWestern Corporation,n/a,Public Utilities,Power Generation
NCLH,Norwegian Cruise Line Holdings Ltd.,n/a,Consumer Services,Marine Transportation
NVS,Novartis AG,n/a,Health Care,Major Pharmaceuticals
